molecule_chembl_id,canonical_smiles,standard_value
CHEMBL370453,Cc1nc(C#Cc2ccccc2F)cs1,140.0
CHEMBL202125,Cc1nc(C#Cc2ccc(F)cc2)cs1,2966.0
CHEMBL373060,Cc1nc(C#Cc2cccc(F)c2)co1,10000.0
CHEMBL239800,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,330.0
CHEMBL382769,Cc1cccc(C)c1NC(=O)/N=C1\CCCN1C,10000.0
CHEMBL380626,CN1CCC/C1=N\C(=O)Nc1cccc(Cl)c1,620.0
CHEMBL202802,CN1CCS/C1=N\C(=O)Nc1cccc(Cl)c1,260.0
CHEMBL204116,Cn1ccnc1NC(=O)Nc1cccc(Cl)c1,10000.0
CHEMBL204115,CN1C(=O)CN=C1NC(=O)Nc1cccc(Cl)c1,10000.0
CHEMBL383846,CN1CC(=O)N=C1NC(=O)c1cccc(Cl)c1,2300.0
CHEMBL377078,CN1CC(=O)N=C1NC(=O)Nc1cc(Cl)cc(Cl)c1,10000.0
CHEMBL203566,Cc1cccc(NC(=O)NC2=NC(=O)C3CCCN23)c1C,10000.0
CHEMBL203713,Cc1ccc(C)c(NC(=O)NC2=NC(=O)C3CCCN23)c1,10000.0
CHEMBL204202,Cc1ccccc1NC(=O)NC1=NC(=O)C2CCCN12,10000.0
CHEMBL204201,Cc1ccc(NC(=O)NC2=NC(=O)C3CCCN23)cc1Cl,10000.0
CHEMBL204289,O=C(NC1=NC(=O)C2CCCN12)Nc1ccc(Cl)cc1,10000.0
CHEMBL201828,O=C(NC1=NC(=O)C2CCCN12)Nc1ccccc1,4200.0
CHEMBL201827,O=C(NC1=NC(=O)C2CCCN12)Nc1cccc(Cl)c1,800.0
CHEMBL380672,Cc1cccc(NC(=O)NC2=NC(=O)C(c3ccccc3)N2C)c1,1400.0
CHEMBL203720,CCCCN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,680.0
CHEMBL202845,CCN1C(NC(=O)Nc2cccc(Cl)c2)=NC(=O)C1C,410.0
CHEMBL202794,CCN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,250.0
CHEMBL378365,CC1C(=O)N=C(NC(=O)Nc2cccc(Cl)c2)N1C,490.0
CHEMBL381820,Cc1cccnc1NC(=O)NC1=NC(=O)CN1C,1900.0
CHEMBL382337,Cc1ccc(NC(=O)NC2=NC(=O)CN2C)nc1,3100.0
CHEMBL382681,CN1CC(=O)N=C1NC(=O)Nc1cccs1,4900.0
CHEMBL275788,CCCCCCNC(=O)NC1=NC(=O)CN1C,10000.0
CHEMBL247495,CN1CC(=O)N/C1=N\C(=O)Nc1ccccc1,4900.0
CHEMBL424681,COC(=O)c1cccc(NC(=O)NC2=NC(=O)CN2C)c1,10000.0
CHEMBL204799,CN1CC(=O)N=C1NC(=O)Nc1cccc(Br)c1,380.0
CHEMBL204299,COc1cccc(NC(=O)NC2=NC(=O)CN2C)c1,2800.0
CHEMBL204392,Cc1cccc(NC(=O)NC2=NC(=O)CN2C)c1,550.0
CHEMBL204445,CN1CC(=O)N=C1NC(=O)Nc1cccc(C#N)c1,3900.0
CHEMBL207703,Cc1cc(C#N)cc(OCc2cccc(Cl)c2)n1,9.0
CHEMBL206296,N#Cc1cc(Cl)nc(OCc2ccnc(Cl)c2)c1,72.0
CHEMBL207744,Cc1cc(Sc2ccc(Cl)cc2)nc(-c2ccccn2)n1,1250.0
CHEMBL208731,Clc1ccc(Sc2ccnc(-c3ccccn3)n2)cc1,320.0
CHEMBL208505,Fc1ccc(-c2nccc(Sc3ccc(Cl)c(Cl)c3)n2)nc1,80.0
CHEMBL205571,Cc1cccc(-c2nccc(Sc3ccc(Cl)c(Cl)c3)n2)n1,390.0
CHEMBL206032,Clc1ccc(Sc2ccnc(-c3ccncc3)n2)cc1,10000.0
CHEMBL208326,Clc1ccc(Sc2ccnc(-c3cccnc3)n2)cc1,10000.0
CHEMBL274416,Clc1ccc(Cc2ccnc(-c3ccccn3)n2)cc1,10000.0
CHEMBL208314,OC(c1ccc(Cl)cc1)c1ccnc(-c2ccccn2)n1,3000.0
CHEMBL205046,CC(=O)N(c1ccc(Cl)cc1)c1ccnc(-c2ccccn2)n1,10000.0
CHEMBL208351,Clc1ccc(Nc2ccnc(-c3ccccn3)n2)cc1,10000.0
CHEMBL205705,Clc1ccc(Oc2ccnc(-c3ccccn3)n2)cc1,10000.0
CHEMBL208391,Clc1ccc(Sc2ccnc(-c3ccccn3)n2)cc1Cl,90.0
CHEMBL380422,Fc1ccc(Sc2ccnc(-c3ccccn3)n2)cc1F,1520.0
CHEMBL205032,FC(F)(F)c1ccc(Sc2ccnc(-c3ccccn3)n2)cc1,210.0
CHEMBL208730,Cc1cccc(Sc2ccnc(-c3ccccn3)n2)c1,2300.0
CHEMBL204950,FC(F)(F)c1cccc(Sc2ccnc(-c3ccccn3)n2)c1,550.0
CHEMBL208163,Brc1cccc(Sc2ccnc(-c3ccccn3)n2)c1,2860.0
CHEMBL208781,Clc1cccc(Sc2ccnc(-c3ccccn3)n2)c1,620.0
CHEMBL379140,Clc1ccc(Sc2ccnc(-c3ccccn3)c2)cc1Cl,2370.0
CHEMBL377935,Cc1cccc(NC(=O)c2cccc(-c3ccccc3)c2)n1,18300.0
CHEMBL208976,O=C(Nc1cccc(Cl)n1)c1cccc(Cl)c1,12700.0
CHEMBL377195,Cc1cccc(NC(=O)c2cccc(Br)c2)n1,5480.0
CHEMBL208927,Cc1cccc(NC(=O)c2cccc(C#N)c2)n1,5330.0
CHEMBL210550,Cc1cccc(NC(=O)c2cccc(I)c2)n1,10800.0
CHEMBL212724,Cc1cccc(C(=O)Nc2cccc(C)n2)c1,5900.0
CHEMBL211801,COc1cccc(C(=O)Nc2cccc(C)n2)c1,46000.0
CHEMBL212529,Cc1csc(NC(=O)c2cccc(Cl)c2)n1,15000.0
CHEMBL213001,Cc1cccc(C#CCCc2cccc(Cl)c2)n1,5.0
CHEMBL379150,Cc1cccc(C#Cc2cc3ccccc3s2)n1,306.0
CHEMBL212834,Cc1cccc(C#CCC(C)c2ccccc2)n1,59.0
CHEMBL378040,Cc1cccc(C#CCCCc2ccccc2)n1,258.0
CHEMBL214542,Cc1cccc(C#CCCc2ccccc2)n1,78.0
CHEMBL214236,Cc1cccc(C#CC(Sc2cccc(Cl)c2)C(C)C)n1,461.0
CHEMBL213967,CCC(C#Cc1cccc(C)n1)Sc1cccc(Cl)c1,862.0
CHEMBL380237,Cc1cccc(C#CC(C)Sc2cccc(Cl)c2)n1,118.0
CHEMBL377419,Cc1cccc(C#CC(C)Oc2cccc(Cl)c2)n1,281.0
CHEMBL213254,Cc1cccc(C#CC(C)Nc2cccc(Cl)c2)n1,709.0
CHEMBL215353,Cc1cccc(C#CCNC(=O)Nc2cccc(Cl)c2)n1,10000.0
CHEMBL215748,Cc1cccc(C#CCNC(=O)c2cccc(Cl)c2)n1,2614.0
CHEMBL215746,Cc1cccc(C#CC(=O)Nc2ccccc2)n1,10000.0
CHEMBL214875,Cc1cccc(C#CCN(C)c2ccccc2)n1,6728.0
CHEMBL384514,Cc1cccc(C#CC[S+]([O-])c2ccccc2)n1,10000.0
CHEMBL214874,Cc1cccc(C#CCSc2ccccc2)n1,589.0
CHEMBL214823,Cc1cccc(C#CCNc2ccccc2)n1,223.0
CHEMBL213344,Cc1cccc(C#CCSc2cccc(Cl)c2)n1,43.0
CHEMBL214218,Cc1cccc(C#CCNc2cccc(Cl)c2)n1,174.0
CHEMBL1161889,CCC(O)(CO)c1cc(F)cc(OCC#Cc2ccccn2)c1,300.0
CHEMBL215561,Cc1cccc(C#CCOc2cc(O)nc3ccccc23)n1,825.0
CHEMBL215702,COC(=O)c1cncc(OCC#Cc2cccc(C)n2)c1,1490.0
CHEMBL215120,Cc1ccc(OCC#Cc2cccc(C)n2)cn1,2490.0
CHEMBL215941,Cc1cccc(C#CCOc2ccc3c(c2)CCCC3)n1,36.0
CHEMBL214640,Cc1cccc(C#CCOc2ccc(Cl)c(Cl)c2)n1,15.0
CHEMBL215861,COc1ccc(OCC#Cc2cccc(C)n2)cc1,455.0
CHEMBL215282,Cc1cccc(C#CCOc2cccc([N+](=O)[O-])c2)n1,416.0
CHEMBL215957,Cc1cccc(C#CCOc2ccc(C(C)C)cc2)n1,83.0
CHEMBL212130,Cc1ccc(OCC#Cc2cccc(C)n2)cc1,115.0
CHEMBL212129,Cc1cccc(C#CCOc2ccc(Cl)cc2)n1,102.0
CHEMBL378219,Cc1cccc(C#CCOc2cccc(Cl)c2)n1,101.0
CHEMBL384991,COc1cccc(OCC#Cc2ccc(C)cn2)c1,7926.0
CHEMBL213102,COc1cccc(OCC#Cc2cccc(C)n2)c1,397.0
CHEMBL212018,COc1cccc(OCC#Cc2ccccn2)c1,1540.0
CHEMBL215300,COc1cccc(OCC#Cc2cc(C)ccn2)c1,10000.0
CHEMBL213220,Cc1cccc(C#CCOc2cccnc2)n1,10000.0
CHEMBL215058,Cc1cccc(C#CCOc2ccccc2Cl)n1,3000.0
CHEMBL215149,Cc1cccc(C#CCOc2ccccc2)n1,10000.0
CHEMBL215098,COc1cccc(OCC#Cc2ccncc2)c1,10000.0
CHEMBL215097,COc1cccc(OCC#Cc2cnccn2)c1,10000.0
CHEMBL214094,COc1cccc(OCC#Cc2nccs2)c1,10000.0
CHEMBL213985,COc1cccc(OCC#Cc2cccc(OC)n2)c1,10000.0
CHEMBL214538,COc1cccc(OCC#Cc2ncccc2C)c1,10000.0
CHEMBL385336,CCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,442.0
CHEMBL223496,Cc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,890.0
CHEMBL388087,CN(C)c1ccnc2sc3c(=O)n(Cc4ccccc4)cnc3c12,100000.0
CHEMBL224084,CCc1cccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)c1,100000.0
CHEMBL375439,CCc1ccccc1-n1cnc2c(sc3nccc(N(C)C)c32)c1=O,100000.0
CHEMBL225438,CN(C)c1ccnc2sc3c(=O)n(-c4ccc5cn[nH]c5c4)cnc3c12,100000.0
CHEMBL389870,COc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cn1,100000.0
CHEMBL224898,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(Cl)cc4Cl)cnc3c12,100000.0
CHEMBL224356,Cc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)c(C)c1,100000.0
CHEMBL224375,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(C(F)(F)F)cc4)cnc3c12,100000.0
CHEMBL225590,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(Br)cc4)cnc3c12,1250.0
CHEMBL225589,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(Cl)cc4)cnc3c12,1810.0
CHEMBL225124,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(F)cc4)cnc3c12,11300.0
CHEMBL389897,CN(C)c1ccnc2sc3c(=O)n(-c4ccccc4O)cnc3c12,100000.0
CHEMBL374135,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(C5CCCCC5)cc4)cnc3c12,100000.0
CHEMBL387687,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(C5CC5)cc4)cnc3c12,4620.0
CHEMBL225439,CN(C)c1ccnc2sc3c(=O)n(-c4ccc(C(C)(C)C)cc4)cnc3c12,100000.0
CHEMBL374167,CC(C)c1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,3540.0
CHEMBL426018,CCCc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,2040.0
CHEMBL224615,CN(C)c1ccnc2sc3c(=O)n(-c4ccccc4)cnc3c12,100000.0
CHEMBL223868,CN(C)c1ccnc2sc3c(=O)n(CC4CCCCC4)cnc3c12,100000.0
CHEMBL386935,CN(C)c1ccnc2sc3c(=O)n(CC4CCCC4)cnc3c12,100000.0
CHEMBL223819,CCC(CC)n1cnc2c(sc3nccc(N(C)C)c32)c1=O,100000.0
CHEMBL224322,CN(C)c1ccnc2sc3c(=O)n(C45CC6CC(CC(C6)C4)C5)cnc3c12,154.0
CHEMBL223399,CN(C)c1ccnc2sc3c(=O)n(C4CCCCCCC4)cnc3c12,179.0
CHEMBL386565,CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,342.0
CHEMBL225032,CN(C)c1ccnc2sc3c(=O)n(C4CCCCCC4)cnc3c12,147.0
CHEMBL224315,CC1CCC(n2cnc3c(sc4nccc(N(C)C)c43)c2=O)CC1,592.0
CHEMBL388827,CC1CCCC(n2cnc3c(sc4nccc(N(C)C)c43)c2=O)C1,2160.0
CHEMBL224672,CC1CCCCC1n1cnc2c(sc3nccc(N(C)C)c32)c1=O,100000.0
CHEMBL389655,CN(C)c1ccnc2sc3c(=O)n(C4CCCCC4)cnc3c12,650.0
CHEMBL224617,CN(C)c1ccnc2sc3c(=O)n(C4CCCC4)cnc3c12,1160.0
CHEMBL385776,CN(C)c1ccnc2sc3c(=O)n(C4CCC4)cnc3c12,100000.0
CHEMBL224135,CN(C)c1ccnc2sc3c(=O)n(C4CC4)cnc3c12,100000.0
CHEMBL387976,CCCCc1nc2c(sc3nccc(N(C)C)c32)c(=O)n1-c1ccc(CC)cc1,901.0
CHEMBL225201,CCc1ccc(-n2c(CC)nc3c(sc4nccc(N(C)C)c43)c2=O)cc1,4530.0
CHEMBL224673,CCc1ccc(-n2c(C)nc3c(sc4nccc(N(C)C)c43)c2=O)cc1,344.0
CHEMBL374180,CN(C)c1ccnc2sc3c(=O)n(C4CCCCCC4)nnc3c12,816.0
CHEMBL386408,C[N+](C)([O-])c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,100000.0
CHEMBL390391,CCc1ccc(-n2cnc3c(sc4nccc([N+](C)(C)[O-])c43)c2=O)cc1,100000.0
CHEMBL374815,CCc1ccc(-n2cnc3c(sc4nccc(NC)c43)c2=O)cc1,5960.0
CHEMBL376372,CCc1ccc(-n2cnc3c(sc4nccc(NCC(F)(F)F)c43)c2=O)cc1,100000.0
CHEMBL426190,CCc1ccc(-n2cnc3c(sc4nccc(NCC#N)c43)c2=O)cc1,2100.0
CHEMBL224088,CCc1ccc(-n2cnc3c(sc4nccc(NC5CC5)c43)c2=O)cc1,100000.0
CHEMBL225126,CCc1ccc(-n2cnc3c(sc4nccc(N5CCC5)c43)c2=O)cc1,100000.0
CHEMBL225125,CCc1ccc(-n2cnc3c(sc4nccc(N(C)CCOC)c43)c2=O)cc1,100000.0
CHEMBL223543,CCc1ccc(-n2cnc3c(sc4nccc(N(C)CC)c43)c2=O)cc1,2570.0
CHEMBL223869,Cc1ccc(-n2cnc3c(sc4cncc(N(C)C)c43)c2=O)cc1,4040.0
CHEMBL224798,CCc1ccc(-n2cnc3c(sc4cncc(N(C)C)c43)c2=O)cc1,2160.0
CHEMBL389918,CCc1ccc(-n2cnc3c(sc4cccc(N(C)C)c43)c2=O)cc1,100000.0
CHEMBL224200,CC1CCC(n2cnc3c(oc4nccc(N(C)C)c43)c2=O)CC1,901.0
CHEMBL224377,CCc1ccc(-n2cnc3c(oc4nccc(N(C)C)c43)c2=O)cc1,100000.0
CHEMBL227853,CO/N=C1/C=C(C#Cc2cccc(C)n2)CCC1,7.0
CHEMBL227157,Cc1cnnc(C#Cc2cccc3ccccc23)n1,8900.0
CHEMBL226833,Cc1ccc(C)c(C#Cc2nncc(C)n2)c1,1890.0
CHEMBL226832,Cc1cnnc(C#Cc2ccc(F)c(C)c2)n1,132.0
CHEMBL387873,Cc1cnnc(C#Cc2ccc(Oc3ccccc3)cc2)n1,80.0
CHEMBL226831,Cc1cnnc(C#Cc2ccc(-c3ccccc3)cc2)n1,510.0
CHEMBL390805,Cc1cnnc(C#Cc2cccc(C#N)c2)n1,52.0
CHEMBL390804,COc1cccc(C#Cc2nncc(C)n2)c1,312.0
CHEMBL227202,Cc1cnnc(C#Cc2cccc(C(F)(F)F)c2)n1,85.0
CHEMBL227201,Cc1cnnc(C#Cc2cccc(F)c2)n1,96.0
CHEMBL390803,Cc1cnnc(C#Cc2cccc(Br)c2)n1,6.0
CHEMBL390802,Cc1cnnc(C#Cc2cccc(Cl)c2)n1,4.2
CHEMBL227200,Cc1cccc(C#Cc2nncc(C)n2)c1,2.3
CHEMBL227199,Cc1cnnc(C#Cc2ccccc2)n1,140.0
CHEMBL428909,COc1ccc(-n2cnc3c(sc4nccc(N(C)C)c43)c2=O)cc1,10000.0
CHEMBL241327,C[C@@H]1CNc2c(cnc3sc4c(=O)n(-c5ccc(Cl)cc5)cnc4c23)O1,1000.0
CHEMBL236180,C[C@H]1CNc2c(cnc3sc4c(=O)n(-c5ccc(Cl)cc5)cnc4c23)O1,1000.0
CHEMBL393923,C[C@H]1COc2cnc3sc4c(=O)n(-c5ccc(Cl)cc5)cnc4c3c2N1,1000.0
CHEMBL236178,C[C@@H]1COc2cnc3sc4c(=O)n(-c5ccc(Cl)cc5)cnc4c3c2N1,1000.0
CHEMBL236994,O=c1c2sc3ncc4c(c3c2ncn1-c1ccc(Cl)cc1)NCCO4,1000.0
CHEMBL236177,COc1ccc(-n2cnc3c(sc4ncc5c(c43)NC[C@@H](C)O5)c2=O)cc1,1000.0
CHEMBL393922,COc1ccc(-n2cnc3c(sc4ncc5c(c43)NCCO5)c2=O)cc1,1000.0
CHEMBL235977,Cc1ccc(-n2cnc3c(sc4ncc5c(c43)NC[C@@H](C)O5)c2=O)cc1,609.0
CHEMBL235975,Cc1ccc(-n2cnc3c(sc4ncc5c(c43)NCCO5)c2=O)cc1,702.0
CHEMBL238079,COc1ccc(-n2cnc3c(sc4ncc5cc[nH]c5c43)c2=O)cc1,10000.0
CHEMBL393705,Cc1ccc(-n2cnc3c(sc4ncc5cc[nH]c5c43)c2=O)cc1,1000.0
CHEMBL239592,O=C(Nc1cccc(Cl)c1)c1cccc2oc(=O)[nH]c12,195.0
CHEMBL396691,Cc1cccc(NC(=O)c2cccc3oc(=O)[nH]c23)n1,60.0
CHEMBL246041,Cc1cccc(NC(=O)c2cccc3oc(=O)[nH]c23)c1,104.0
CHEMBL239608,O=C(Nc1cccc(Br)c1)c1cccc2oc(=O)[nH]c12,94.0
CHEMBL391604,CN1CC(=O)N/C1=N\C(=O)Nc1csc(Cl)c1,78.0
CHEMBL246235,CN1CC(=O)N/C1=N\C(=O)Nc1ccsc1,700.0
CHEMBL246234,Cc1cnccc1NC(=O)/N=C1\NC(=O)CN1C,2670.0
CHEMBL245607,CN1CC(=O)N/C1=N\C(=O)Nc1ccncc1Cl,663.0
CHEMBL245606,CN1CC(=O)N/C1=N\C(=O)Nc1ncccc1Cl,166.0
CHEMBL394923,Cc1cccc(C#Cc2ccncc2)n1,26.0
CHEMBL245406,Cc1cccc(C#Cc2cccnc2)n1,10.0
CHEMBL245405,Cc1cccc(C#Cc2ccccn2)n1,39.0
CHEMBL394922,Cc1cccc(C#Cc2ccc(Cl)cc2)n1,286.0
CHEMBL245404,Cc1cccc(C#Cc2cccc(Cl)c2)n1,3.0
CHEMBL415083,Cc1cccc(C#Cc2ccccc2Cl)n1,5.0
CHEMBL245403,CN1CC(=O)N/C1=N\C(=O)Nc1ccncc1,1120.0
CHEMBL239802,CN1CC(=O)N/C1=N\C(=O)Nc1cccnc1,5000.0
CHEMBL391401,CN1CC(=O)N/C1=N\C(=O)Nc1ccccn1,587.0
CHEMBL239801,CN1CC(=O)N/C1=N\C(=O)Nc1ccc(Cl)cc1,5000.0
CHEMBL239799,CN1CC(=O)N/C1=N\C(=O)Nc1ccccc1Cl,2520.0
CHEMBL248129,Cc1cccc(NC(=O)c2cc(-c3cccc(C#N)c3)ccn2)n1,7300.0
CHEMBL397121,Cc1cccc(NC(=O)c2cc(-c3cc(F)cc(F)c3)ccn2)n1,160.0
CHEMBL248141,Cc1cccc(NC(=O)c2ccc(-c3ccccn3)cn2)n1,12400.0
CHEMBL247438,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(Cl)cc1,9600.0
CHEMBL399460,Cc1nc2c(cnn2-c2cnccn2)c(=O)n1-c1cnccn1,100000.0
CHEMBL247216,Cc1nc2c(cnn2-c2cncnc2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL399128,Cc1nc2c(cnn2-c2cccnc2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL245991,Cc1nc2c(cnn2-c2ccccn2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL399127,Cc1nc2c(cnn2-c2ccc(Cl)cc2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL245990,Cc1nc2c(cnn2-c2ccc(S(N)(=O)=O)cc2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL248233,Cc1nc2c(cnn2-c2cccc(S(N)(=O)=O)c2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL399309,Cc1nc2c(cnn2-c2cccc(Cl)c2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL400307,Cc1cccc(-n2ncc3c(=O)n(-c4ccc(Cl)cc4)c(C)nc32)c1,100000.0
CHEMBL246611,Cc1ccccc1-n1ncc2c(=O)n(-c3ccc(Cl)cc3)c(C)nc21,9500.0
CHEMBL246610,Cc1nc2c(cnn2CC2CCCCC2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL400110,Cc1nc2c(cnn2C2CCCCCC2)c(=O)n1-c1ccc(Cl)cc1,100000.0
CHEMBL246609,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1N1CCCCCC1,3600.0
CHEMBL248052,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1N1CCCCC1,2800.0
CHEMBL246839,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(Cl)c(F)c1,100000.0
CHEMBL398944,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(S(N)(=O)=O)cc1,100000.0
CHEMBL248210,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(OC(F)(F)F)cc1,100000.0
CHEMBL248209,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(O)cc1,100000.0
CHEMBL248208,Cc1nc2c(cnn2-c2ccccc2)c(=O)n1-c1ccc(Br)cc1,100000.0
CHEMBL257222,Cc1cn2cc(C(=O)N3CCCCC3C)cc2c(C#Cc2ccsc2)n1,100.0
CHEMBL257223,Cc1cn2cc(C(=O)N3CCCC3C)cc2c(C#Cc2ccsc2)n1,39.81
CHEMBL404486,Cc1cn2cc(C(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2c(C#Cc2ccsc2)n1,316.23
CHEMBL257436,Cc1cn2cc(C(=O)N3C(C)CCC3C)cc2c(C#Cc2ccsc2)n1,398.11
CHEMBL403362,Cc1cn2cc(C(=O)N3CCC(F)(F)C3)cc2c(C#Cc2ccsc2)n1,125.89
CHEMBL257693,Cc1cn2cc(C(=O)N3CCCC3(C)C)cc2c(C#Cc2ccsc2)n1,1258.93
CHEMBL401816,Cc1cn2cc(C(=O)N3C[C@@H]4C[C@H]3CN4C)cc2c(C#Cc2ccsc2)n1,3981.07
CHEMBL257312,Cc1cn2cc(C(=O)N3C[C@H]4CC[C@@H]3C4)cc2c(C#Cc2ccsc2)n1,630.96
CHEMBL404283,Cc1cn2cc(C(=O)N3CCN(C)CC3)cc2c(C#Cc2ccsc2)n1,158.49
CHEMBL271005,Cc1cn2cc(C(=O)N3CCN(C)CC3)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,251.19
CHEMBL271216,Cc1cn2cc(C(=O)N3CCN(C)CC3)cc2c(C#Cc2cccc(F)c2)n1,199.53
CHEMBL272376,Cc1cn2cc(C(=O)N3CCN(C)CC3)cc2c(C#Cc2ccccc2F)n1,1258.93
CHEMBL411499,Cc1cn2cc(C(=O)N3CCOCC3)cc2c(C#Cc2ccsc2)n1,10.0
CHEMBL258050,Cc1cn2cc(C(=O)N3CCOCC3)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,12.59
CHEMBL428778,Cc1cn2cc(C(=O)N3CCOCC3)cc2c(C#Cc2cccc(F)c2)n1,19.95
CHEMBL258293,Cc1cn2cc(C(=O)N3CCOCC3)cc2c(C#Cc2ccccc2F)n1,125.89
CHEMBL404883,Cc1cn2cc(C(=O)N3CCCC3)cc2c(C#Cc2ccsc2)n1,19.95
CHEMBL272940,Cc1cn2cc(C(=O)N3CCCC3)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,158.49
CHEMBL429781,Cc1cn2cc(C(=O)N3CCCC3)cc2c(C#Cc2cccc(F)c2)n1,19.95
CHEMBL401652,Cc1cn2cc(C(=O)N3CCCC3)cc2c(C#Cc2ccccc2F)n1,251.19
CHEMBL402733,CNC(=O)c1cc2c(C#Cc3ccsc3)nc(C)cn2c1,50.12
CHEMBL272585,CNC(=O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)nc(C)cn2c1,199.53
CHEMBL258263,CNC(=O)c1cc2c(C#Cc3cccc(F)c3)nc(C)cn2c1,100.0
CHEMBL258262,CNC(=O)c1cc2c(C#Cc3ccccc3F)nc(C)cn2c1,1584.89
CHEMBL405018,Cc1cn2cc(C(N)=O)cc2c(C#Cc2ccsc2)n1,50.12
CHEMBL257314,Cc1cn2cc(C(N)=O)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,79.43
CHEMBL257313,Cc1cn2cc(C(N)=O)cc2c(C#Cc2ccccc2F)n1,501.19
CHEMBL257504,CCOC(=O)c1cc2c(C#Cc3cccnc3)nc(C)cn2c1,1584.89
CHEMBL438156,CCOC(=O)c1cc2c(C#Cc3ccsc3)nc(C)cn2c1,7.943
CHEMBL403327,CCOC(=O)c1cc2c(C#Cc3ccccc3F)nc(C)cn2c1,316.23
CHEMBL255747,CCOC(=O)c1cc2c(C#Cc3ccc(F)cc3)nc(C)cn2c1,398.11
CHEMBL255748,CCOC(=O)c1cc2c(C#Cc3ccc(Cl)cc3)nc(C)cn2c1,15848.93
CHEMBL255749,CCOC(=O)c1cc2c(C#Cc3ccc(C(F)(F)F)cc3)nc(C)cn2c1,15848.93
CHEMBL404278,CCOC(=O)c1cc2c(C#Cc3ccc(C#N)cc3)nc(C)cn2c1,15848.93
CHEMBL402082,CCOC(=O)c1cc2c(C#Cc3cccc(C#N)c3)nc(C)cn2c1,3.162
CHEMBL257322,CCOC(=O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)nc(C)cn2c1,199.53
CHEMBL255402,CCOC(=O)c1cc2c(C#Cc3cccc(Cl)c3)nc(C)cn2c1,19.95
CHEMBL403390,Cc1cn2cc(C#N)cc2c(C#Cc2ccsc2)n1,0.3981
CHEMBL408041,Cc1cn2cc(C#N)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,15.85
CHEMBL257880,Cc1cn2cc(C#N)cc2c(C#Cc2cccc(F)c2)n1,0.7943
CHEMBL257879,Cc1cn2cc(C#N)cc2c(C#Cc2ccccc2F)n1,3.162
CHEMBL270399,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3ccsc3)c2)n1,5011.87
CHEMBL256213,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3ccoc3)c2)n1,10000.0
CHEMBL256422,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3c(C)noc3C)c2)n1,12589.25
CHEMBL403008,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cnn(C)c3)c2)n1,12589.25
CHEMBL272800,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccsc2)n1,10.0
