molecule_chembl_id,canonical_smiles,standard_value
CHEMBL270633,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cnoc3)c2)n1,794.33
CHEMBL271273,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(-c3cn[nH]c3)c2)n1,12589.25
CHEMBL428426,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccs2)n1,63.1
CHEMBL401869,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccoc2)n1,50.12
CHEMBL402328,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cncn2C)n1,12589.25
CHEMBL272362,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccnc2)n1,501.19
CHEMBL406954,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccn2)n1,50.12
CHEMBL401977,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccncc2)n1,79.43
CHEMBL255530,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(NS(C)(=O)=O)cc2)n1,15848.93
CHEMBL256875,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(N(C)C)cc2)n1,15848.93
CHEMBL401981,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(C#N)cc2)n1,15848.93
CHEMBL428771,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(C(F)(F)F)cc2)n1,15848.93
CHEMBL404279,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(Cl)cc2)n1,1995.26
CHEMBL255958,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(F)cc2)n1,100.0
CHEMBL429128,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccc(F)cc2F)n1,15848.93
CHEMBL271028,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2C(F)(F)F)n1,15848.93
CHEMBL404681,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2Cl)n1,5011.87
CHEMBL403607,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2F)n1,125.89
CHEMBL255204,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C(=O)OC(C)(C)C)c2)n1,12589.25
CHEMBL255206,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C(=O)O)c2)n1,12589.25
CHEMBL255205,CC(=O)Nc1cccc(C#Cc2nc(C)cn3cc(C(F)(F)F)cc23)c1,794.33
CHEMBL407707,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(NS(C)(=O)=O)c2)n1,12589.25
CHEMBL271093,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C#N)c2)n1,12.59
CHEMBL257882,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(Br)c2)n1,25.12
CHEMBL257881,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(Cl)c2)n1,100.0
CHEMBL270400,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(F)c2)n1,15.85
CHEMBL401982,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2cccc(C(F)(F)F)c2)n1,316.23
CHEMBL538165,COc1cccc(C#Cc2nc(C)cn3cc(C(F)(F)F)cc23)c1,79.43
CHEMBL401794,Cc1cc2c(C#Cc3ccsc3)nc(C)cn2c1,63.1
CHEMBL270612,Cc1cc2c(C#Cc3cccnc3)nc(C)cn2c1,1995.26
CHEMBL256423,Cc1cc2c(C#Cc3cccc(C(F)(F)F)c3)nc(C)cn2c1,158.49
CHEMBL273024,Cc1cc2c(C#Cc3ccc(C#N)cc3)nc(C)cn2c1,15848.93
CHEMBL444375,Cc1cc2c(C#Cc3ccc(F)cc3)nc(C)cn2c1,398.11
CHEMBL257033,Cc1cc2c(C#Cc3ccc(Cl)cc3)nc(C)cn2c1,3981.07
CHEMBL257237,Cc1cc2c(C#Cc3ccc(C(F)(F)F)cc3)nc(C)cn2c1,15848.93
CHEMBL402890,Cc1cn2cc(CN3CCNC(=O)C3)cc2c(C#Cc2ccccc2)n1,199.53
CHEMBL271676,CC(=O)N1CCN(Cc2cc3c(C#Cc4ccccc4)nc(C)cn3c2)CC1,316.23
CHEMBL271885,Cc1cn2cc(CN3CCN(C)CC3)cc2c(C#Cc2ccccc2)n1,501.19
CHEMBL403338,Cc1cn2cc(CN3CCCCC3)cc2c(C#Cc2ccccc2)n1,158.49
CHEMBL257699,CNC(=O)c1cc2c(C#Cc3ccccc3)nc(C)cn2c1,125.89
CHEMBL271065,Cc1cn2cc(-c3nc(C)no3)cc2c(C#Cc2ccccc2)n1,6.31
CHEMBL271275,CCOC(=O)c1cc2c(C#Cc3ccccc3)nc(C)cn2c1,10.0
CHEMBL271274,Cc1cc2c(C#Cc3ccccc3)nc(C)cn2c1,50.12
CHEMBL273025,Cc1cn2cc(C(=O)N3CCOCC3)cc2c(C#Cc2ccccc2)n1,15.85
CHEMBL272069,Cc1cn2cc(C(=O)N3CCCC3)cc2c(C#Cc2ccccc2)n1,79.43
CHEMBL270167,Cc1cn2cc(C(=O)N3CCN(C)CC3)cc2c(C#Cc2ccccc2)n1,100.0
CHEMBL404237,Cc1cn2cc(C#N)cc2c(C#Cc2ccccc2)n1,1.259
CHEMBL404238,Cc1cn2cc(C(F)(F)F)cc2c(C#Cc2ccccc2)n1,39.81
CHEMBL257238,FC(F)(F)c1cc2c(C#Cc3ccccc3)nccn2c1,158.49
CHEMBL256830,Cc1cn2cccc2c(C#Cc2cncc3ccccc23)n1,12589.25
CHEMBL404101,Cc1cn2cccc2c(C#Cc2cncnc2)n1,1995.26
CHEMBL257701,Cc1cn2cccc2c(C#Cc2cccc(O)c2)n1,316.23
CHEMBL257700,Cc1cn2cccc2c(C#Cc2ccc(Br)cc2)n1,12589.25
CHEMBL257885,Cc1cn2cccc2c(C#Cc2ccc(Cl)cc2)n1,630.96
CHEMBL414000,Cc1cn2cccc2c(C#Cc2ccc(F)cc2)n1,15.85
CHEMBL271276,Cc1cccc(C#Cc2nc(C)cn3cccc23)c1,0.3981
CHEMBL271477,Cc1cn2cccc2c(C#Cc2ccccc2)n1,2.512
CHEMBL256455,Cc1ccc(N)c(C#Cc2cccc(F)c2)n1,31.62
CHEMBL469382,OCCOCCNc1cc2c(NC3Cc4ccccc4C3)ncnc2cn1,3000.0
CHEMBL511355,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ccccc3)nn2)CC1,820.0
CHEMBL461673,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ccccc3F)nn2)CC1,1000.0
CHEMBL460391,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3cccc(F)c3)nn2)CC1,1100.0
CHEMBL460827,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ccc(F)cc3)nn2)CC1,1100.0
CHEMBL511352,Cc1ccccc1-n1cc(C2=CCN(C(=O)OC(C)(C)C)CC2)nn1,880.0
CHEMBL461033,COc1ccccc1-n1cc(C2=CCN(C(=O)OC(C)(C)C)CC2)nn1,4000.0
CHEMBL461034,CC(C)(C)NC(=O)N1CC=C(c2cn(-c3ccccc3F)nn2)CC1,8600.0
CHEMBL461035,CC(C)(C)CC(=O)N1CC=C(c2cn(-c3ccccc3F)nn2)CC1,10000.0
CHEMBL457872,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ccccn3)nn2)CC1,8700.0
CHEMBL453249,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3cccnc3)nn2)CC1,8300.0
CHEMBL457873,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ccncc3)nn2)CC1,10000.0
CHEMBL452618,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ncccc3F)nn2)CC1,4300.0
CHEMBL456823,Cc1c(C2=CCN(C(=O)OC(C)(C)C)CC2)nnn1-c1ncccc1F,170.0
CHEMBL457026,CC(C)OC(=O)N1CC=C(c2cn(-c3cccnc3F)nn2)CC1,3900.0
CHEMBL456196,Cc1c(C2=CCN(C(=O)OC(C)C)CC2)nnn1-c1cccnc1F,40.0
CHEMBL502882,Cc1c(C2=CCN(C(=O)N(C)C(C)C)CC2)nnn1-c1cccnc1F,6200.0
CHEMBL568300,COC(=O)c1c(N)sc(-c2ccccc2)c1C,30000.0
CHEMBL579011,CN(C(=O)c1ccc(F)cc1)c1nc(-c2cncnc2)cs1,6600.0
CHEMBL577729,CN(C(=O)c1ccc(F)cc1)c1nc(-c2cc(N)ncn2)cs1,10000.0
CHEMBL569270,CNc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,7900.0
CHEMBL566374,CCNc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,9200.0
CHEMBL566581,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,7000.0
CHEMBL584066,CC(C)N(C)c1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,10000.0
CHEMBL577833,CCN1Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O,1100.0
CHEMBL568443,CCCN1Cc2cc(-c3nnn(-c4cccnc4F)c3C)ccc2C1=O,2800.0
CHEMBL584478,Cc1c(-c2ccc3c(c2)CN(C(C)C)C3=O)nnn1-c1cccnc1F,2300.0
CHEMBL578995,Cc1c(-c2ccc3c(c2)CN(C2CC2)C3=O)nnn1-c1cccnc1F,5400.0
CHEMBL595943,O=C(c1ccc(Nc2ccc(Cl)cc2)nc1)N1CCCCC1,310.0
CHEMBL592959,O=C(c1ccc(Nc2ccc(Cl)cc2)nc1)N1CCCC1,5400.0
CHEMBL594992,O=C(c1ccc(Nc2ccc(Cl)cc2)nc1)N1CCCCCC1,250.0
CHEMBL596587,O=C(c1ccc(Nc2ccc(Cl)cc2)nc1)N1CCCCCCC1,2300.0
CHEMBL596589,CCN(CC)C(=O)c1ccc(Nc2ccc(Cl)cc2)nc1,460.0
CHEMBL594081,CC1CCCCN1C(=O)c1ccc(Nc2ccc(Cl)cc2)nc1,430.0
CHEMBL593141,CC1CCCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)nc2)C1,530.0
CHEMBL610918,CC1CCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)nc2)CC1,2300.0
CHEMBL594779,O=C(NC1CCCCC1)c1ccc(Nc2ccc(Cl)cc2)nc1,10000.0
CHEMBL596139,O=C(c1ccc(Nc2ccccc2)nc1)N1CCCCC1,10000.0
CHEMBL608695,O=C(c1ccc(NC2CCCCC2)nc1)N1CCCCC1,10000.0
CHEMBL608982,O=C(c1ccc(Nc2ccccc2Cl)nc1)N1CCCCC1,10000.0
CHEMBL595932,O=C(c1ccc(Nc2cccc(Cl)c2)nc1)N1CCCCC1,10000.0
CHEMBL592904,O=C(c1ccc(Nc2ccc(F)cc2)nc1)N1CCCCC1,2300.0
CHEMBL607841,Cc1ccc(Nc2ccc(C(=O)N3CCCCC3)cn2)cc1,2300.0
CHEMBL593362,COc1ccc(Nc2ccc(C(=O)N3CCCCC3)cn2)cc1,1800.0
CHEMBL609886,O=C(c1ccc(Nc2ccc(Cl)c(Cl)c2)nc1)N1CCCCC1,10000.0
CHEMBL594769,O=C(c1ccc(Nc2ccc(Cl)cn2)nc1)N1CCCCC1,10000.0
CHEMBL609873,Cc1cccc(Nc2ccc(C(=O)N3CCCCC3)cn2)n1,10000.0
CHEMBL594993,Cc1ccc(Nc2ccc(C(=O)N3CCCCC3)cn2)cn1,420.0
CHEMBL596439,CC1CCCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)cc2)C1,1600.0
CHEMBL594296,CC1CCCN(C(=O)c2cnc(Nc3ccc(Cl)cc3)c(Cl)c2)C1,95.0
CHEMBL594766,COc1cc(C(=O)N2CCCCC2)cnc1Nc1ccc(Cl)cc1,2100.0
CHEMBL592905,CC1CCCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)nn2)C1,720.0
CHEMBL592958,CC1CCCN(C(=O)c2cnc(Nc3ccc(Cl)cc3)nc2)C1,980.0
CHEMBL594780,O=C(c1cnc(Nc2ccc(Cl)cc2)cn1)N1CCCCC1,10000.0
CHEMBL611316,CC1CCCN(C(=O)c2cc(Nc3ccc(Cl)cc3)n[nH]2)C1,10000.0
CHEMBL596140,Cc1ccc(Nc2ncc(C(=O)N3CCCCC3)cc2Cl)cn1,87.0
CHEMBL594295,Cc1ccc(Nc2ncc(C(=O)N3CCCC(C)C3)cc2Cl)cn1,105.0
CHEMBL611050,CCC1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,65.0
CHEMBL593848,CCCC1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,190.0
CHEMBL593140,CC[C@@H]1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,40.0
CHEMBL595712,CC[C@H]1CCCN(C(=O)c2cnc(Nc3ccc(C)nc3)c(Cl)c2)C1,40.0
CHEMBL594781,Cc1ccc(Nc2ncc(C(=O)N3CCCC[C@@H]3C)cc2Cl)cn1,1400.0
CHEMBL594990,Cc1ccc(Nc2ncc(C(=O)N3CCCC[C@H]3C)cc2Cl)cn1,240.0
CHEMBL594297,CCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,110.0
CHEMBL595703,CCCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,90.0
CHEMBL594767,CCCCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,136.0
CHEMBL594091,CC[C@H]1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,390.0
CHEMBL593590,CC[C@@H]1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,32.0
CHEMBL594080,CN(c1ccc(Cl)cc1)c1ccc(C(=O)N2CCCCC2)cn1,10000.0
CHEMBL596440,CC1CCCN(C(=O)c2ccc(Oc3ccc(Cl)cc3)nc2)C1,10000.0
CHEMBL1080481,COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(Cl)c2)c1,1.1
CHEMBL1093868,Cc1ccc(-n2cnc3c(sc4nc(O)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093869,Cc1ccc(-n2cnc3c(sc4nc(S)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093560,Cc1ccc(-n2cnc3c(sc4nc(N)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093561,CNc1nc(N)c2c(n1)sc1c(=O)n(-c3ccc(C)cc3)cnc12,3000.0
CHEMBL1093684,Cc1ccc(-n2cnc3c(sc4nc(-n5cccc5)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093901,Cc1ccc(-n2cnc3c(sc4nc(C)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093902,Cc1ccc(-n2cnc3c(sc4nc(C(F)(F)F)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1093987,Cc1ccc(-n2cnc3c(sc4nc(C5CC5)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1090247,Cc1nc(N)c2c(n1)sc1c(=O)n(-c3ccccc3)cnc12,3000.0
CHEMBL1092275,COc1ccc(-n2cnc3c(sc4nc(C)nc(N)c43)c2=O)cc1,3000.0
CHEMBL1092276,Cc1nc(N)c2c(n1)sc1c(=O)n(-c3ccc(F)cc3)cnc12,3000.0
CHEMBL1092277,Cc1nc(N)c2c(n1)sc1c(=O)n(-c3ccc(Cl)cc3)cnc12,3000.0
CHEMBL1209431,Nc1nccc(/C=C/c2ccccc2)n1,30000.0
CHEMBL1258436,N#Cc1cccnc1N1CCc2oc(-c3ccccc3)nc2C1,1200.0
CHEMBL1258544,N#Cc1cccnc1N1CCc2oc(-c3ccccn3)nc2C1,110.0
CHEMBL1258545,N#Cc1cccnc1N1CCc2nc(-c3ccccn3)oc2C1,640.0
CHEMBL1258773,c1ccc(N2CCc3oc(-c4ccccn4)nc3C2)cc1,330.0
CHEMBL1258893,N#Cc1cccc(N2CCc3oc(-c4ccccn4)nc3C2)c1,60.0
CHEMBL1257156,N#Cc1cccc(N2CCc3nc(-c4ccccn4)oc3C2)c1,290.0
CHEMBL1257273,N#Cc1cc(F)cc(N2CCc3oc(-c4ccccn4)nc3C2)c1,28.0
CHEMBL1257274,N#Cc1cc(F)cc(N2CCc3nc(-c4ccccn4)oc3C2)c1,54.0
CHEMBL1258658,N#Cc1cccc(C(=O)N2CCc3nc(-c4ccccn4)oc3C2)c1,2600.0
CHEMBL1257395,N#Cc1cc(F)cc(N2CCn3cc(-c4ccccn4)nc3C2)c1,153.0
CHEMBL1257396,N#Cc1cc(F)cc(N2CCn3nc(-c4ccccn4)nc3C2)c1,346.0
CHEMBL1257503,N#Cc1cccc(N2CC3N=C(c4ccccn4)OC3C2)c1,129.0
CHEMBL1257504,N#Cc1cccc(N2CCCc3oc(-c4ccccn4)nc3C2)c1,57.0
CHEMBL1257505,N#Cc1cc(F)cc(N2CCCc3oc(-c4ccccn4)nc3C2)c1,16.0
CHEMBL1289626,Oc1ccc2c(c1)CCN(CCCCc1ccccc1)CC2O,560.0
CHEMBL1630057,Cc1c([C@@H](C)OC(=O)Nc2ccccc2)sc2ncnn12,39.81
CHEMBL1630058,Cc1c(C(C)OC(=O)NC2CCCCC2)oc2ncnn12,3162.28
CHEMBL1630059,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2ncnn12,63.1
CHEMBL1630060,Cc1c(C(C)OC(=O)Nc2ccccc2Cl)oc2ncnn12,501.19
CHEMBL1630061,Cc1c(C(C)OC(=O)Nc2cccc(Cl)c2)oc2ncnn12,39.81
CHEMBL1630062,Cc1c(C(C)OC(=O)Nc2ccc(Cl)cc2)oc2ncnn12,2511.89
CHEMBL1630063,Cc1c(C(C)OC(=O)Nc2ccc(Cl)c(Cl)c2)oc2ncnn12,5011.87
CHEMBL1630064,Cc1c(C(C)OC(=O)Nc2cccc(F)c2)oc2ncnn12,50.12
CHEMBL1630065,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(Cl)nn12,10.0
CHEMBL1630066,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(C3CC3)nn12,12.59
CHEMBL1630067,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(-c3cccs3)nn12,7.943
CHEMBL1630068,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(-c3ccc(F)cc3)nn12,10.0
CHEMBL1630069,Cc1nc2oc(C(C)OC(=O)Nc3ccccc3)c(C)n2n1,39.81
CHEMBL1630070,Cc1c(C(C)OC(=O)Nc2ccccc2)oc2nc(C(F)(F)F)nn12,39.81
CHEMBL1630071,CC(OC(=O)Nc1ccccc1)c1cn2ncnc2s1,10000.0
CHEMBL1630072,Cc1c(COC(=O)Nc2ccccc2)sc2ncnn12,31622.78
CHEMBL1630073,O=C(Nc1ccccc1)OCc1cn2ncnc2s1,31622.78
CHEMBL1630074,Cc1c(C(C)OC(=O)N(C)c2ccccc2)sc2ncnn12,31622.78
CHEMBL1630075,Cc1c([C@H](C)OC(=O)Nc2ccccc2)sc2ncnn12,10000.0
CHEMBL1630076,Cc1c(C(C)OC(=O)Nc2ccccc2)sc2nccn12,12.59
CHEMBL1630077,Cc1c(C(C)OC(=O)Nc2ccccc2)sc2nncn12,125.89
CHEMBL1630078,Cc1c(C(C)OC(=O)Nc2cccnc2)sc2ncnn12,316.23
CHEMBL1630079,Cc1c(C(C)OC(=O)Nc2cccc(F)c2)sc2nncn12,63.1
CHEMBL1630080,Cc1c([C@@H](C)OC(=O)Nc2cccc(F)c2)sc2nncn12,39.81
CHEMBL1630081,Cc1c(C(C)OC(=O)Nc2ccccc2)sc2ncnn12,31622.78
CHEMBL1672539,CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2cccc(Cl)c21,24.0
CHEMBL1672435,CC[C@@H]1CCCCN1C(=O)c1cnc(Nc2ccc(Cl)cc2)c(Cl)c1,64.0
CHEMBL1672442,CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccccc21,100.0
CHEMBL1672443,CCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccccc21,110.0
CHEMBL1672535,Cc1ccc(Nc2ncc(-c3nc4ccccc4n3CC(C)C)cc2Cl)cn1,110.0
CHEMBL1672538,CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccc(Cl)cc21,130.0
CHEMBL1672441,CCCn1c(-c2cnc(Nc3ccc(Cl)cc3)c(Cl)c2)nc2ccccc21,180.0
CHEMBL1672536,CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2c(Cl)cccc21,200.0
CHEMBL1672439,CCCn1cc(C)nc1-c1cnc(Nc2ccc(Cl)cc2)c(Cl)c1,230.0
CHEMBL1672440,CCCn1c(-c2cnc(Nc3ccc(Cl)cc3)c(Cl)c2)nc(C)c1C,250.0
CHEMBL1672444,CCCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2ccccc21,360.0
CHEMBL1672436,Clc1ccc(Nc2ncc(-c3ncc4n3CCCC4)cc2Cl)cc1,1200.0
CHEMBL1672438,Cc1cn(C)c(-c2cnc(Nc3ccc(Cl)cc3)c(Cl)c2)n1,2900.0
CHEMBL1672537,CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2cc(Cl)ccc21,500.0
CHEMBL1684121,CN1CCc2nc(C#Cc3cccc(F)c3)ccc2C1=O,170.0
CHEMBL1684231,O=C1c2ccc(C#Cc3cccc(F)c3)nc2CCN1CC1CC1,660.0
CHEMBL1771614,O=C(C1CCC1)N1CCC[C@H](c2nc(-c3cccs3)no2)C1,9300.0
CHEMBL1771615,O=C(C1CCC1)N1CCC[C@H](c2nc(-c3ccccn3)no2)C1,10000.0
CHEMBL1771616,O=C(C1CCC1)N1CCC[C@@H](c2nc(-c3ccccn3)no2)C1,9900.0
CHEMBL1771617,O=C(C1CCC1)N1CCC[C@H](c2nc(-c3cccc(F)c3)no2)C1,2400.0
CHEMBL1771618,O=C(C1CCC1)N1CCC[C@@H](c2nc(-c3cccc(F)c3)no2)C1,10000.0
CHEMBL1771619,O=C(C1CCC1)N1CCC[C@H](c2nc(-c3cccc(Cl)c3)no2)C1,200.0
CHEMBL1771620,O=C(C1CCC1)N1CCC[C@@H](c2nc(-c3cccc(Cl)c3)no2)C1,3100.0
CHEMBL1771621,Cc1cccc(-c2noc([C@H]3CCCN(C(=O)C4CCC4)C3)n2)c1,700.0
CHEMBL1771622,Cc1cccc(-c2noc([C@@H]3CCCN(C(=O)C4CCC4)C3)n2)c1,4700.0
CHEMBL1771623,COc1cccc(-c2noc([C@H]3CCCN(C(=O)C4CCC4)C3)n2)c1,1800.0
CHEMBL1771624,COc1cccc(-c2noc([C@@H]3CCCN(C(=O)C4CCC4)C3)n2)c1,10000.0
CHEMBL1771625,O=C(C1CCC1)N1CCCC[C@H]1c1nc(-c2cccs2)no1,2600.0
CHEMBL1771626,O=C(C1CCC1)N1CCCC[C@@H]1c1nc(-c2cccs2)no1,3500.0
CHEMBL1771670,O=C(C1CCC1)N1CCCC[C@H]1c1nc(-c2ccccn2)no1,10000.0
CHEMBL1771673,O=C(C1CCC1)N1CCCC[C@H]1c1nc(-c2cccc(Cl)c2)no1,900.0
CHEMBL1771674,O=C(C1CCC1)N1CCCC[C@@H]1c1nc(-c2cccc(Cl)c2)no1,10000.0
CHEMBL1771675,Cc1cccc(-c2noc([C@@H]3CCCCN3C(=O)C3CCC3)n2)c1,500.0
CHEMBL1771676,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)C3CCC3)n2)c1,300.0
CHEMBL1771677,COc1cccc(-c2noc([C@@H]3CCCCN3C(=O)C3CCC3)n2)c1,80.0
CHEMBL1771678,COc1cccc(-c2noc([C@H]3CCCCN3C(=O)C3CCC3)n2)c1,300.0
CHEMBL1771694,O=C(C1CCC1)N1CCCC1c1nc(-c2cccc(Cl)c2)no1,10000.0
CHEMBL1771695,Cc1cccc(-c2noc(C3CCCN3C(=O)C3CCC3)n2)c1,2400.0
CHEMBL1771679,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)C3CC3)n2)c1,280.0
CHEMBL1771681,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)C3CCCC3)n2)c1,600.0
CHEMBL1771683,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)C3CCCCC3)n2)c1,2500.0
CHEMBL1771685,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)c3cccs3)n2)c1,730.0
CHEMBL1770167,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)c3ccc(F)c(F)c3)n2)c1,10000.0
CHEMBL1771688,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)c3cccc(F)c3)n2)c1,4700.0
CHEMBL1771690,Cc1cccc(-c2noc([C@H]3CCCCN3C(=O)c3ccc(F)cc3)n2)c1,10000.0
CHEMBL1779845,O=C(NC1CCCC1)c1ccc(C#Cc2ccccn2)nc1,227.0
CHEMBL1779847,CN1CCc2nc(C#Cc3ccccc3)ccc2C1=O,30.0
CHEMBL1779848,Cc1ccccc1C#Cc1ccc2c(n1)CCN(C)C2=O,776.0
CHEMBL1779849,Cc1cccc(C#Cc2ccc3c(n2)CCN(C)C3=O)c1,2.9
CHEMBL1779850,Cc1ccc(C#Cc2ccc3c(n2)CCN(C)C3=O)cc1,1401.0
CHEMBL1779851,CN1CCc2nc(C#Cc3ccccc3Cl)ccc2C1=O,916.0
CHEMBL1779852,CN1CCc2nc(C#Cc3cccc(Cl)c3)ccc2C1=O,22.0
CHEMBL1779853,CN1CCc2nc(C#Cc3ccc(Cl)cc3)ccc2C1=O,352.0
CHEMBL1779854,COc1cccc(C#Cc2ccc3c(n2)CCN(C)C3=O)c1,293.0
CHEMBL1779855,CN1CCc2nc(C#Cc3ccccn3)ccc2C1=O,184.0
CHEMBL1779857,CN1CCc2nc(C#Cc3cccs3)ccc2C1=O,451.0
CHEMBL1779858,CC(C)N1CCc2nc(C#Cc3ccccc3)ccc2C1=O,706.0
CHEMBL1779859,Cc1ccccc1C#Cc1ccc2c(n1)CCN(C(C)C)C2=O,810.0
CHEMBL1779860,Cc1cccc(C#Cc2ccc3c(n2)CCN(C(C)C)C3=O)c1,4.8
CHEMBL1779862,CC(C)N1CCc2nc(C#Cc3ccccc3Cl)ccc2C1=O,2517.0
CHEMBL1779863,CC(C)N1CCc2nc(C#Cc3cccc(Cl)c3)ccc2C1=O,5.7
CHEMBL1779864,CC(C)N1CCc2nc(C#Cc3ccc(Cl)cc3)ccc2C1=O,4228.0
CHEMBL1779865,COc1cccc(C#Cc2ccc3c(n2)CCN(C(C)C)C3=O)c1,111.0
CHEMBL1779866,CC(C)N1CCc2nc(C#Cc3ccccn3)ccc2C1=O,27.0
CHEMBL1779868,CC(C)N1CCc2nc(C#Cc3cccs3)ccc2C1=O,45.0
CHEMBL1779877,O=C1c2ccc(C#Cc3ccccn3)nc2CCN1C1CCCC1,199.0
CHEMBL1779888,O=C1c2ccc(C#Cc3ccccn3)nc2CCN1C1CCCCC1,518.0
CHEMBL1783858,C=CCNc1ccnc2sc3c(=O)n(-c4ccc(OC)cc4)cnc3c12,3000.0
CHEMBL1783859,C=CCNc1ccnc2sc3c(=O)n(-c4ccc(C)cc4)cnc3c12,3000.0
CHEMBL1783860,C=CCNc1ccnc2sc3c(=O)n(-c4ccc(Cl)cc4)cnc3c12,3000.0
CHEMBL1783861,C=CCNc1ccnc2sc3c(=O)n(-c4ccc(Br)cc4)cnc3c12,3000.0
